,Text,Score
140,"Pours dark orangish amber with a mostly receding wispy tan head. Aroma of citrus, grapefruit. Taste is citrus, bready, crackery malt, toasted grains, grapefruit. Full bodied, resinous with lush carbonation. Pretty enjoyable IPA, not aggressively bitter.
",0.75
141,"Pretty good offering from Barley Island. Not the best IPA Ive ever had, but its different from most of the average ones, which is good. Pours a really nice amber color, with a perfect head. Lots of carbination bubbles. Very piney aroma and flavor, nice balance of citrus, and a little malt mixed in. Bitterness on the back end, with a metallic aftertaste (which I didnt care for). A little too sticky, but a good local brew.
",0.75
142,"Pours solid orange color, decent head and lots of chunks floating around as well. Head dispersed rather quickly though. Kinda sour and too bitter for my tasting, glad I didnt buy the 6pack of this.
",0.65
143,"Solid IPA.  Has a more orange aftertaste than many IPAs I have had.  Not too hoppy at all.
",0.7
144,"Nice strong hoppy flavor. Pours a nice dark citrus colour, along with a good fresh aroma. Not too much bad to say with particular type, go out and buy one you hop-heads!
",0.85
145,"clear amber with a decent but fairly loose white head that settles into a thin film quickly. aroma grapefruit and light pine. bittersweet grapefruit and pine flavor with light nutty notes. dry bitter grapefruit finish. medium body. moderate carbonation. not bad but not that great.
",0.65
146,"yellow amber color kinda chunky yeast floating around, big HUGE frothy head mainly sweet caremel malt nose, taste is bitter hops pine notes definate reminds me of Churchkeys west coast. Intresting and refreshing beer.
",0.7
147,"12oz bottle courtesy of Acknud. Earthy aroma.  For a beer that touts an intense hop aroma, this one did not deliver.  A bit nutty even.  Very little hop aroma.  Amber and orange color.  Nice fluffy white head that stuck around.  Grassy hop flavor.   Not overally bitter like most American IPAs are. There was an off aftertaste.  I could not put my finger on it.  I would call this an APA not IPA.
",0.6
148,"IPA is always my beer of choice.  Barely Island Barfly has the best aroma and flavor of all that I have sampled.
",1.0
149,"Bottle shared with Hogtown Harry and Blankboy, Harrys bottle.  Odd aroma - some alcohol, some hops, but I dont know - weird.    Dark orange, small white head.  Odd taste - burnt malt, some hops, sweetened tea.  Man, I did not like this one at all. Maybe it was off, but the bottle was fresh enough from one of Harrys recent trades I think.
",0.55
150,"Bottle (12oz).  Shared with tupalev, my bottle.  Hazy amber, average frothy off-white head.  Interesting aroma, initially sweet nutmeat or cocoa -then leafy, UK-style hops.  Taste - dont like it at all - sour dishwater is really all I can think of, vague hops, but not good enough to care much.  Average body, sour aftertaste - bleh.
",0.5
151,"Bottle purchased at Corral in Granite City, IL. This poured with lots of floaters in the medium amber colored body. A light khaki head was on top. The aroma was basic oranges and bread crust. The taste was some grapefruit and a little bread crust. A nice woody finish. A decent IPA.
",0.7
152,"12oz bottle poured in a shaker.  I found this bottle in a small liquor store in Granite City, Illinois.  I bought it as part of a pick-n-pack combination.  BIB IPA pours murky orange with large pulp and a medium semi-soapy looking head.  The combination of the pulp and the murkiness is a bit disconcerting if youve never had an unfiltered beer.  Even with experience the darker beer color doesnt look appetizing.  The nose is mostly hop-generated citrus with a very faint malt tone.  The body is oily and surprisingly thick for an IPA but it works well.   The hop bitterness is quite prevalent, pushing most other flavors to the side.  A touch of heather or clover peeks through though.  This beer isnt bad but the bitterness is more reminiscent of an imperial IPA than a straight IPA.  This is probably a local favorite but falls just a little shy when compared to some of the American great IPAs.
",0.7
153,"12 oz. bottle, courtesy of DrMatt - thanks for this midwest IPA!  Pours hazy medium amber with a small whitish head that leaves spotty lace.  Mild aroma primarily of toasty malts and floral hop notes with a hint of orange.  Flavor comes across more strongly, toasty malts again, hints of caramel provide a counterpoint to the floral, piney and grapefruit rind hoppiness, finishing with astringent spicy tingle.  Medium to full body and prickly carbonation.  Quite enjoyable.
",0.7
154,"Didnt care for the first one, but the drinkablity was actually quite high.  Good quality brew.  A little on the malty side.
",0.7
155,"Poured a nice orange/copper color with nice head and lacing.  Aromas were average, really had to sniff hard to get all of them.  Tasted pretty well balanced, with a nice malt profile mixed with a decent hop presence.  The intensity wasnt really there, as it lacked the punch I like.  It was drinkable.
",0.75
156,"Poured an orange amber color with a small white head.  The aroma and flavor have mostly citrus hops but some earthy ones as well.  Caramel malt controls the hops.  Light to medium bodied.
",0.65
157,"Pours cognac-colored with a nice white head.  Aroma is of citrus (oranges mostly).  Taste is bitter with a nice maltiness in the finish.  Not a great IPA by style, but not bad either.  Just very simple.
",0.7
158,"Glowing orange color with huge off white head. Fresh hoppy aroma. The taste was the same. Smooth on the palate. Massive lacing.
",0.75
159,"Bottled.  Poured hazy medium orange with lots of chunky sediment and a short, well-retained cap of off-white head.. nice lacing as it descended.  The aroma picked up orange and other citrusy hoppage along with floral notes and some biscuity malts.. more-or-less malt-based and intriguing with the combination of elements.  The flavor had a sweet, tacky caramel base that was rum (or more accurately some other raw booze) accented.. mild to moderate bitterness of the citrus variety.. pine notes on the finish.. a bit rough all-around.  Medium-bodied and too sharp at several points on the palate.. could have perhaps used more hoppage to help the balance.
",0.6
160,"Date: 06/06/2007	Mode: Bottle	Source: Roadtrip		clear orange, fine dirty white head, drippy lace, 	sweet caramel malt aroma with light citrus hops, 	lots of well balanced sweet caramel malt flavor, plenty of citrus hop flavor to balance the sweet malt, light bitter finish, 		Aroma: 6/10; Appearance: 7/10; Flavor: 6/10; Palate: 6/10; Overall: 13/20	Rating: 3.2/5.0Drinkability: 8/10	Score: **+/4
",0.65
161,"Grat tasting IPA.  Lots of fruit flavour. Well hopped. Winner all around.  Cant wait to have it agin
",0.75
162,"Poured from a 12oz bottle into a shaker.  This beer poured a dark brownish copper color with a foamy beige head that slowly faded.  Some uneven, sticky lace was left around the glass.  The aroma consisted of a big citrus/grapefruit presence followed up by a nice caramel malt backbone.  The flavor was super hoppy, with sweet grapefruit flavors giving way to the roasted caramel, and finishing just slightly bitter.  The mouthfeel was medium-bodied with minimal carbonation.  This is an excellent brew, done in the same vein as Alpha King.  Very tasty, and vastly underappreciated.
",0.8
163,"Pours a beautiful orange amber with a one inch off-white head. Aroma is a great balance of floral/herbal, citrus hops with a touch of caramal malt. Not as strong as it could be. Flavor is surprisingly balanced--great floral front hop (slight grapefruit--not too much), a complex nutty, caramel malt background, followed by a moderate bittering finish.  Not too bitter; not too sweet. Mouthfeel, for this size beer, is has a pleasant unexpected stickyness. I concur with many that this makes a great session IPA in an age of big beers.
",0.75
164,"Bottle courtesy of lewis13. Pours a cloudy orange-amber with a kajillion tiny little floaties and an average size off-white head. Aroma has a nice balance of citrus and pine hops and sweet malt. Simple flavour of hops and caramel malt, a bit of fruit and a quick bitter finish -- easy to drink and refreshing. Medium bodied. Good stuff.
",0.7
165,"Hazy copper pour with foamy off-white head. The beer looks thick and feels thick and has a decent balance between bittering hops and sweet malts. Citrus aromas of grapefruit with notes of pine and flowers. Some caramel in the background. The flavor is moderately bitter and lightly sweet. Thick mouthfeel and lively carbonation. Finish is bitter. A bit too full-bodied for my taste in an IPA, but certainly ejoyable enough nonetheless.
",0.7
166,"Nice IPA I got from my Secret Santa. Thanks man! Aroma was kind of weak but what was there was all hops. Pour was a beautiful dark burnt orange with a nice 1 finger off white head. Taste was mostly citrus hops with a little malt in the background, but this is definately a hops oriented IPA. Not too strong or overbearing however, just a good sessionable IPA which is rare nowadays.
",0.75
167,"Bottled sample via mnurda. Orange in colour with a bit of haze and some floaties. Average carbonation. Aromas of citrusy hops and roasted malt. A bit of vanilla sweet malt in the mouth, with the grapefruit-orange hop elements showing up mid-sip. Theres a nice black pepper bitterness on the back finish, which sharpens up the mouthfeel nicely. Could use a bit more hop presence on the nose, but a pretty good IPA otherwise.
",0.75
168,"Pour is amber orange with a somewhat thick head for the style.  Aroma is vegetal, herbs, and some grapefruit hops.  Flavor is more on the malty side with some bitterness in the finish.  Not the smoothest IPA, but then again, most IPAs arent supposed to be smooth.  Very average within its class, which makes sense given its style pct.   Kind of an interesting side note.  My wife picked a 6 pack of this up thinking my friend liked IPAs.  I told her that one of the few styles my buddy didnt care for were IPAs (which meant score more for me).  Yey!
",0.7
169,"12oz. bottle.  Predominantly citric, fruity hop aroma, some faint lemon and grapefruit detected along with touches of doughy yeast and toasty malt sweetness.  Hazy light-medium amber color, full of particulates, with a very fine but lasting head. Flavor profile follows the aroma rather closely, primarily showcasing the hop presence, which makes itself known here in the form of a light acidity and increasing bitterness, alongside the juicy citrus, leafy herbal qualities and faint, grainy malt sweetness.  Semi-dry and thin on the palate with plenty of effervescence and a medium body.  Does feature a nice amount of hoppiness, but is a bit thinner and less complex than many others of this style.
",0.6
170,"Pours to a hazy copper body with tons of large particulate and a tall lasting slick off-white head.  The flavor is full of toasty bread, interesting specialty malts, bitter herbal grassy hops.  Overall, pretty decent.  The flavor is toasted specialty malts and light herbal hops.  Quite toasty but also, that makes it more APA-ish.  The palate is bitter and medium bodied with a nice malty texture.  Very drinkable, but not overly superb.
",0.65
171,"Dark amber color with clinging and long-lasting off-white head; lots of sediment in my glass too.  Lots of pine, some orange (not so much grapefruit to me); decent aroma.  The flavor is more ambiguous, with a lot of malt backbone, but giving it a mix of vegetation, beer-stained carpet, and smokers breath.  Moderate astringency, long-lasting bitterness, not to my preferences.  Decent carbonation and body support.  Halfway through my glass I ate a slice of watermelon--note to self: IPA and watermelon do not mix.
",0.55
172,"12 oz bottle.  Pours a clear bright copper body under a fizzy off white head.  Minimal to no visible carbonation, and lots of sticky lacing.  The aroma hops are very leafy and earthy smelling with a slight tea like quality.  Minimal malt impact.  The flavor is very earthy and quite bitter with a moderate toasted malt base.  Nice lingering bitter finish.  Mouthfeel is light-medium bodied with a moderate fizzy carbonation level.  A pretty nice drinkable IPA.
",0.75
173,"Copper color with a large rocky head.  Musty, piney aroma.  Very chalky taste with a stale cigarette smoke quality.  Ick.
",0.5
174,"I was pleasantly surprised by this.  Pours a murky, dark orange color with a small white head.  Decent lacing.  Floral and piney hops at the forefront of the aroma along with some citrus and malt undertones.  Thin, dry citrus on the initial taste with a big infusion of the hoppy bitterness following.  As this warmed the hops dominated but not in a bad way.  Has a bit of a tart finish.  Good brew.
",0.75
175,"6/07/2007:  Barley Island Barfly IPA is a ""Tavern Style"" India Pale Ale.  Im not entirely sure what that means, but this was a very drinkable beer that would make a nice session beer...  Barly IPA pours out in a thick looking stream.  It is dark amber and opaque in the glass.  It has a dense, frothy, and lasting beige head that also leaves some lacing.  The aroma is orange, citrus, and sweet pinapple.  The flavor has a smooth, malty backbone balanced by a juicy citrus bitterness.  The bitterness level is fairly substantial, but isnt offensive since it is so well balanced by the hefty, sweet caramel  maltiness.  Not only is the flavor great, but this beer is smooth on the palate and has a nearly creamy texture.  The body is medium to medium-full.  This is a great IPA and really underrated, in my opinion.  	12 oz bottle from The Hop Shop in Indianapolis, Indiana.  Shared with Rob at our weekly/bi-weekly beer tasting.
",0.75
176,"Bottle. Pours hazy amber with copper highlights. Pleasant nose with a decent amount of sweet and bitter hops. Average carbonation. A bit creamy. Nice creamy malttiness balanced with a good amount of citrus/pine hops. Slightly above average IPA.
",0.75
177,"Excellent off white head on this dark orange beer (Though I suspect this is more of an artifact of the Kwak glass I using).  Too much sediment floating  around the body.  Floral hop nose with some vegetable properties.  Bitter hop body a hint of biscuit from the malt.
",0.7
178,"Bottle.  Caramel malt with a light pepper/pine hops aroma.  Hazy amber with a ton of white particulate matter that remains suspended in the beer like grapes in Jello.  Moderate head.  Slightly sweet caramel/butter malt flavor initially followed by a strong bitter pine hops finish - from the aroma wasnt sure if this was going to have much hops to it but it didnt disappoint.  Strong diacetyl notes for an IPA - very different.
",0.75
179,"Super fruity, caramel and hop aroma.  Woody, hoppy, English cast.  Some butte, pretty bitter.  FInish is a bit clingy.  Bottle, McNivens, Indianapolis.
",0.7
180,"12oz bottle pours dark amber with a short offwhite head.  Aromas of grapefruit, slight pine and lots of floral notes.  Flavor is pretty well balanced with some pineapple notes over bready malts.  Slight spice and lots of bitterness at the finish.  Medium bodied with good balance.
",0.7
181,"Bottle: Pours a hazy copper color with an off white head. Aroma, citrus, floral, and some spicy hops, bready pale malts. Flavor, caramel, some spice, a bit bready, with a slight bitterness.
",0.65
182,"Fruity, spices, and pleasant hops aroma.  Clear copper.  Grapefruit bitterness, which is mildly off-set by sweet malts, but bitternss lingers.
",0.45
183,"Pours a typical American IPA color.  This thing has tons of floaters.  Might be clear if not for the floaters.  Decent white head with some lacing.  I cant place the smell but is somewhat chemical.  Tart hoppy flavor.  Not much body.  Some bitterness.  Almost no malt flavor.  This is really average.
",0.55
184,"Medium brown in color with a nice foamy off-white head this is a nice looking beer.  Aroma is typically very hoppy and tart.  The hops give a sharp bite to the flavor and leave some bitterness.  Some citrus but not a lot.  It is a pretty good IPA and is consistent throughout.  Too bad this is not a favored style of mine.
",0.55
185,"Pours honey orange with a head that quickly reduces to ring around the tulip.  Sugary citrus hop are initially a nice entrance, but they arent nearly well defined enough and become really mushy as the beer warms.  The earthy yeast also becomes more apparent, as well as the husky malt.  The hops become real resinous and bitter in the finish.  An OK attempt at the style, but in a the sea of fresh IPAs out there, this one sinks.
",0.5
186,"Poured dark honey/orangey.  Aroma was floral.  Taste was pine and floral hops, not as much citrus as I expected.  Not one of my favorite IPAs.
",0.5
187,"A fairly mild IPA.  Average floral hop aroma.  Unfiltered honey color with a medium uneven head.  Mild bitterness with a dry finish.  Not very memorable.
",0.7
188,"Darkish orange. Fitish the traditional american defitnition of IPA.  Strong Floral hops but still very drinkable.
",0.7
189,"From a 12 oz. bottle with no freshness date, short blurb on the label, sampled after a few hours in the refrigerator in a pint glass.		Poured a hazy orangey copper with a small foamy white head, decent retention, settled into a creamy, sudsy lacing.		Aromas of earthy pine and citrus, mainly grapefruit and orange rind, with a light backing of caramel and biscuits.		Good, even carbonation and a crisp, dry with a little hop roughness in the palate, creamy smooth medium bodied mouthfeel.		Pleasant, enjoyable IPA taste, earthy, resiny, dry hoppiness along with some citric rind bitterness, a light numbing of the tongue, sweet sugary, caramel maltiness, a soft backing to hops, some grain breadiness as well, and a dry sour hoppy and sweet malty finish.		An easy, quaffable drinkability, I thought it had a nice balance, for me personally, a welcome addition to the shelves here in Illinois.
",0.7
190,"Thanks to Hopdog for this one as part of Mystery Swap #2.  Pours hazy medium copper with luscious 2-finger off-white head.  Aroma of wet hops, tropical fruit (tangerine, grapefruit, honeydew, even cherry and berry notes), heavy black pepper.  Tastes hoppy, with a firm caramel malt base, plus some fruity notes.  It stays a bit sticky and on the sweet side, with more citrus as it warms.  This one is very good.  A tad more complexity and balance would have catapulted this one into the low to mid 4.0 pantheon.
",0.75
191,"Pour is orange with a white head.  Aroma is a very nice and deep pine hop with a malty backbone.  Flavor loses something.  Still there are decent amount of pine and citrus hops along with some caramel malts.  Still pretty decent as this has a decent hop kick to this one.
",0.7
192,"These labels are just too busy; I like the information but this is ridiculous. Hazy dark orange pour, looks thick for the style. Somewhat diminishing white head. Aroma is big on salty grapefruit. Also noted are grassy hops, tangelos and dry malts. Smells nice enough, somewhat boring but very unique. Flavor is nice if not uninteresting. More fruit, now more like fruit juice, big orange rind and a little pepper. Finishes off dry. The palate is very nice, carbonation is complimentary. Medium bodied mouthfeel. Overall a very satisfying pale ale.
",0.75
193,"the nose is maltier than i expected, at least at first; and for an IPA, this is not what i want... but pine resin biscuits are apparently inviting - the flavor mimics, and leaves a dry hoppy taste, not to be without the typical floral and citrus notes. however, it seems too earthy (the maltiness that i seem to want to sense more than the hoppiness) and astringent (the citrus is taken more from rinds than the juicy fruits, if you know what i mean) for me, but i still like it.
",0.7
194,"Slightly more malty than hoppy in aroma and flavor.  Not bad really, a lingering bitter finish helps this clean up decently.
",0.75
195,"Bottle. Really enjoyed this for a single IPA.  Very citrusy and floral. I thought there was a good malt/hop balance. Appearance is a nice copper with a small head that lasts and good lacing on the glass.
",0.75
196,"12oz bottle pour. color is redish orange. 1 finger white head. aroma is of mild hops and malt, an even mix of the two. taste is malty with some lingering astringent citrus hop flavor.
",0.6
197,"[Bottle] Dark amber pour with about a half inch of white foam on top. Citrus and pine hop aroma is actually pretty subdued. Typical grapefruit, orange zest and astringent grassy hops in the taste. The malt profile is there, but mainly bready and weak. Average carbonation levels. An easy drinker, but very run-of-the-mill.
",0.6
198,"orange color, respectable off white head, lacy.  nose of citric hops.  flavor has a malty backbone, some caramel, citrusy hops, grapefruit.   medium bodeid, mild bitter finish.  this one is not as balanced as many ipas.  my notes say ""kind of muddy in taste"".  just o.k.
",0.65
199,"Pours coppery golden with an off white head. Aroma is citrusy hops and a little malt. Flavor is piney hop, sweet caramel malt, and a little fruity citrus.
",0.7
200,"Pours a dark, cloudy amber with a thin foam head.  Pleasant but light floral hops aroma.  Strong floral hops flavor on a thick palate, over a bitter hops flavor.  Sticky mouthfeel with a caramel aftertaste.
",0.8
201,"Bottled@Monks Caf Wallingatan, Stockholm. Deep golden colour with a mediumsized off-white head. Aroma is citrus fruits, mild tropical fruits as well as some crisp bready and sweet maltyness. Flavour is fruity, floral and rather malty with a crispy bite. tonguetickling carbonation. Balanced and quite nice not too sweet IPA.
",0.7
202,"Pours a hazy orange, with a quickly diminishing white head.  Hops smell of the wacky weed.  Heavy mari-ju-ana.  I sniffed it for awhile, although it wasnt the smell I was quite looking for.  Tastes kind of like plants and weeds.  Very earthy to be politiclly correct.  I really dont get that grapefruit that I usually get with IPAs.  It needed maybe a different kind of hops.
",0.65
203,"12 oz. bottle courtesy boboski.  Strong pine resin aroma with a musky character to it.  Orangish-yellow with a soapy white head.  Palate thin to medium, very drinkable.  Moderate hop start to the taste, not a whole lot of hop character in the finish.  A pretty drinkable, good IPA.
",0.75
204,"12oz bottle acquired in trade with Sephiroth (thanks!). Poured a deeper amber/orange color with an averaged sized off white head. Aromas of citrus, grapefruit, pine, light caramel, and had a floral/green hoppiness to it. Tastes of grapefruit, oranges, light caramel, and had a sugary sweetness to it as well.  Not overly bitter. Not bad, a beer I could sit down and drink a sixer of.
",0.7
205,"Darker yellow with a thick, creamy head. Very little aroma for me, but a good thick mouth feel. Strong citrus and complex floral taste. Good beer.
",0.7
206,"Semi sweet and citrusy hops flavor. Grapefruit, some pine and grainy flavors too. Very smooth and very good.
",0.7
207,"2006 bottle from MI2CA drunk on 1/11/07Cant figure out the bottling methods of these guys.  It says unfiltered/unpasteurized on the bottles, though it dosent say bottle conditioned.  The bottle of barrel-aged oatmeal stout was one of the most filtered, watery, loose tasting beers Ive ever had nor did it have any sediment.  This one, howver, has some definite protein dropout, which despite my best efforts got in to my glass, and the very last shot in the bottle (for experimentation) is completely cloudy.  The ruby-auburn-tinged caramel body is light on carbonation, though a fair amount of dark beige head does form, showing medium retention and little/no lacing.Sweet cherries and strawberries in the nose brush against the nose rather coarsely, while leafy, green hop aromatics provide grapefruit and orange rind notes.  Definite crystal maltiness sweetens things to a point, then seems to harden and dry out, with light yeast doughiness and moderate breadiness.  Every subsequent smell, however, is alive with fresh hop aromatics, fruity esters and balanced, sweet malt, it just seems to suffer on the finish, somewhat.  So based on the aroma, I suppose the evidence is in favor of it being unpasteurized at least.  Well have to leave it to the flavor/texture to determine the rest.Bittersweet malt and hops collide, with a strong earthiness and tangy grapefruit flavors that both give way to a ruby red grapefruit sweetness mixed with cherries and moderate herbal notes.  Whatever the medium malt being used, it comes across clearly and quite well.  The caramel-toffee sweetness is well matched and for once some hop acidity is much appreciated in balancing it.  Mostly substantial texture, with moderately engaging carbonation.  Ok, Ill buy that this stuff is lightly to not filtered and just conditioned well.  Not sure on the carbonation, I suspect its forced, but thats ok, Ill let them off the hook for that.  It comes across well enough.
",0.7
208,"draft - Pours copper colored with a moderate head that leaves some lacing.  Theres a good floral hop aroma.  The flavor features citrus hops supported by some caramel malt.  Medium bodied and lightly carbonated, Barfly has a long, bitter finish.  Maybe its better on tap as I was more impressed with this beer than most reviewers.
",0.75
209,"Bottle.  Grapefruit and orange aroma, lots of hops with a strong apparent bitterness to match the tang.  Floral aromatic hops.  Clear orange-amber pour with a thick creamy beige head.  Bitter and bone-dry, on the resiny side of the hopcoin, yet not really oily.  Grapefruit and citrus, indeed, but light caramel, too.   Aftertaste is a mix of hops and drying darjeeling.  Medium-light body is smooth and very quaffable.  A little too straightforward, but still pretty nice.  This could be divisive, and I on the favoring side.
",0.7
210,"Bottle... Murky amber ale with a small, creamy, white head. Lots of large floaties. The aroma is of dark malts and herbal hops. Bitter flavor for certain, but interesting... grapefruit rind with whispers of caramel and milk chocolate. Medium-bodied with a callous mouthfeel and lively carbonation. Finishes with bitter tannins and then bone-dry. Kudos to MI2CA for floating this bottle my way!
",0.5
211,"On draught at Scottys Brewhouse in Indy. Bartender gave us a pitcher instead of a single glass. I hate it when that happens! ;-)  Anyway, it poured a slightly hazy orange IPA with caramel malt and slight citrus in the nose. Taste was similar with additional sweet malt, almost like nutty grape-nuts. Great bitterness in the finish.
",0.75
212,"12oz. bottle.  Hazy orange color with a small film of white head.  Earthen and mild citric aromas.  Caramel and hard roll malt flavors with a vegetal and slightly spicy hop character.  Lemony hop flavors in the finish, with a residual woody astringency and ruddy maltiness.  Mouthfeel is medium, fairly dry.
",0.65
213,"Sampled with Beerdrenched.  Pours hazy orange / bronze with a smallish eggshell white head.  The aroma has lots of floral / grapefruit hops - not too much more to the aroma, but the hops are great.  Medium body with some soft carbonation.  Taste has woody / pine hops with enough caramel malt to lightly balance out.  The finish has dry woodiness.  Very enjoyable IPA.
",0.75
214,"bottle-thanks to vyvvy for sharing this one at my beer tasting.  pours hazy orange with a soapy white head.  this was the point in the evening when my ratings are pretty hard to read.  nose is full of hops-big citric and pine.  orange, tangerine notes dominate.  flavors are pine and lightly resions with the citric twang in the background.  definately straight forward but solid.
",0.75
215,"Theres a mild yellow tint to the cream-colored head above this sediment-hazed, coppery brew. Grapefruit and pine (lots of pine!) meet the nose, all but covering sweet notes of tea and caramel. Consistent dry, bitter flavor complements a spicy-sweet mouthfeel. Hops dominate. Light astringence to the finish which is lemon-tea with a sugarcube. <font size=-4>Bottle thanks to <a href=http://www.ratebeer.com/View-User-14352.htm&amp;g You da man!</font>
",0.75
216,"I had a six pack of this while visiting friends in Noblesville, Indiana. Aroma is citrus, and florals. The flavor is a little different from any other IPA ive had. It starts out floral-like, but only for a split second before it turns into an acidity dryness, and finishes monotonous. It wasnt horrible, but it could use some work. It does accomplish being different. Maybe thats the ""tavern style""
",0.6
217,"This bottled brew poured a medium sized head of fine to medium sized white colored mostly lasting bubbles that left behind a transparent orange brown colored body with small sized floaties and a thick lacing.  The aroma was of mild hops and the mouth feel was also hoppy and tingly from start to finish.  The flavor was a good mix of caramel and strong hops.  Just slightly on the yummy side.
",0.6
218,"BottleSmall white fizzy head that was mostly lasting, decent amount of lacing, visible carbonation, hazy, and an orange brown hue. Nose was sweet, caramel, malty, citrusy, grapefruit, and hops. Flavor was malty, caramel, sweet, and hoppy. Nicely done. Mouthfeel was hoppy. Medium body. Very drinkable and worthy of a try.
",0.7
219,"12 oz. bottle. I get to give this one its ranking among other beers! And in this competitive style, it does hold its own. Big piney hop aroma from the time I pop the cap. Pours a pleasing orangey IPA color, with the carbonation surging into a fluffy head that shortly dissolves to lacing. Pretty clear until you spot the microscopic Bells-type floaties. Taste to my mind is again more of big resiny pine boughs than citrus. But still, its very tasty and filling, and brings out the malts, which appear to be a tad darker in roast than other IPA, a bit more caramel and over-toasted bagel. Its very enjoyable, and distinctive, especially for a bottled IPA. My label says ""Tavern style India Pale Ale."" I have never found a tavern with anything this good.
",0.75
220,"This IPA pours an orange gold color from a 12oz bottle. Small to medium sized white foamy head. Aroma is floral and herbal hops, touch of toffee and sweetness. A medium bodied IPA. Malts are caramel and sweet. Hops are herbal, grapefruity and citrusy, touch of pepper. There is a lots of bitterness to this IPA, but its not that harsh. Summit hops alpha acids at work here? Nicely balance. Good carbonation. A very drinkable IPA. Mouthfeel is full. Finish is clean and smooth. Aftertaste is bitter.
",0.75
221,"Growler from Hippie4beer.  Thanks Seth. I had to drink this right away (chilled in the freezer) cuz it leaked a little in shipment.  Help up pretty well though- lost most of the carbonation obvously.  Pours a slight haze very light amber. Aroma is light sulfer, lots of yeast, and mildly hoppy.  Flavor is lightly yeasty, light solvent, light sulfur, sharp caramel malts, moderatley hoppy and a nice somewhat harsh bitterness.  Pretty good, but I bet would be even better fresh on tap.  Thanks Seth! Shame I couldnt share this with any other ratebeerians for them to rate.
",0.7
222,"Sweet roasted caramel maltiness s the prdominant flavor upfront...a surprisingly heavy malt bottom.  But the PNW hopping quickly takes the upperhand and  delivers a punch of earthy/floral notes and citrus/grapefruit highlights.   Nicely brewed and very, very sessionable!
",0.7
223,"From the bottle, this pours a thick, hazy orange with a continual slow bubbling and a modest light ecru head.  The aroma is dominated by the hops, grapefruit and a sharp floral scent, with some sweet malt seeping through.  The mouthfeel is thick and fizzy, tickling the tongue.  No definitive malt flavor shines through, but its sweetness adds some balance to the citric, earthy hop bitterness that takes over the taste.  Nice bitter finish.  Pretty good stuff.<font size=-4><a href=http://www.ratebeer.com/Places/ShowPlace.asp? Stop, Highland, IN<font size=-1>
",0.75
224,"Bottle.  Aroma of floral hops, some soapy notes.  Appears a medium amber color with slight effervescence and little head.  Flavor is well-balanced, with floral yet earthy hops resting atop a neutral malt backbone.  Palate is medium and appropriate.  Overall, a refreshing brew, and an excellent example of the style.
",0.7
225,"Draft at Keg Liquors Fest of Ale 2006.  Pours a light amber with a full white head and excellent lacing.  The aroma was very floral, with the summit hops coming through strongly.  The flavor is well balanced.  A good mixture of hops and malts makes it a really smooth beer, but with enough hops to please most hopheads.  I look forward to this one in bottles!
",0.7
226,"Draft at brewpub. Poured dark amber with an average frothy white head that fully diminished with fair lacing. Moderate grassy earthy hop aroma. Moderate balanced bitter flavor with a medium bitter earthy finish. Good drinkable brew.
",0.75
227,"On Tap: Pours a light amber color with a foamy off-white head. The hoppy aroma is floral with grassy notes. Flavor is bitter from start to finish but is well balanced making this an enjoyable IPA.
",0.7
228,"UPDATED: NOV 13, 2006 Tap at brewery - Aroma is huge floral hops with carmel undertones.  The summit hops used are very pungent.  The aroma is so appealing I cant wait to taste it.  Pours cloudy orange with a nice big fluffy head and great lacing.  Flavor is chewy, earthy hops with some citrus snap.  Not incredibly bitter due to the well balanced nature of the brew.  Palate is tart and very smooth.  Smells like a IIPA and tastes like a great American IPA.  This is easily the best brew Ive had from Barley Island.
",0.8
229,"Bottle. Pours clear caramel amber. White head. Nose/taste of sweet malt, caramel and hops. Light pine finish. Medium body.
",0.65
230,"Pours a dark gold, hints of copper. Light tan head, ok retention, not much lacing...The aroma was really nice, lots of orange, super sweet, nots of pine and caramel on the finish...The taste was really nice. It was sweet enough to make it drinkable but balanced by some nice hops light pine.		Overall, a super solid ipa, worth trying but not actively seeking out.
",0.6
231,"12oz bottle bought at a grocery store in Warsaw, IN. Weak aroma. Taste is nicely balanced mix of light caramel and floral hops. Moderate bitterness lingers. Very enjoyable, smooth IPA with plenty of hop flavor.
",0.65
232,"Bottle.  Pours with a one finger head. Strong grapefruit aromas and taste. Medium bitterness.  Sessionable IPA. Look forward to trying more from Barley Island.
",0.65
233,"Pours golden with a nice orange head. The aroma is nicely complex yet not very strong. There was notes of oranges, grapefruit, ketchup, and a touch of spicy mustard. The flavor was citrusy and fruity with a nice malt backbone. Definitely hop forward though. Easy drinking and tasty IPA.
",0.8
234,"A clear copper pour with frothy off-white head and good lacing.  It has a pleasant grapefruit and pine aroma.  The medium body has average carbonation and slick texture.  The taste is well balanced with good sweetness on the tip of the tongue and bitterness at the back.  This is a nice sessionable IPA.
",0.75
235,"Tasted 8/11/10. Sampler from the Brewpub. Pours filtered with a dark golden hue. Layer of white head. Aromas of bright citrus hops. Medium bodied with a crisp and flavorful body. Well done! Typical flavors of grapefruit and citrus. Good lacing head. Solid grapefruit bitterness from mid-palate into the finsih. Nice and nicely done!
",0.85
