,Text,Score
216,"I had a six pack of this while visiting friends in Noblesville, Indiana. Aroma is citrus, and florals. The flavor is a little different from any other IPA ive had. It starts out floral-like, but only for a split second before it turns into an acidity dryness, and finishes monotonous. It wasnt horrible, but it could use some work. It does accomplish being different. Maybe thats the ""tavern style""
",1
217,"This bottled brew poured a medium sized head of fine to medium sized white colored mostly lasting bubbles that left behind a transparent orange brown colored body with small sized floaties and a thick lacing.  The aroma was of mild hops and the mouth feel was also hoppy and tingly from start to finish.  The flavor was a good mix of caramel and strong hops.  Just slightly on the yummy side.
",1
218,"BottleSmall white fizzy head that was mostly lasting, decent amount of lacing, visible carbonation, hazy, and an orange brown hue. Nose was sweet, caramel, malty, citrusy, grapefruit, and hops. Flavor was malty, caramel, sweet, and hoppy. Nicely done. Mouthfeel was hoppy. Medium body. Very drinkable and worthy of a try.
",5
219,"12 oz. bottle. I get to give this one its ranking among other beers! And in this competitive style, it does hold its own. Big piney hop aroma from the time I pop the cap. Pours a pleasing orangey IPA color, with the carbonation surging into a fluffy head that shortly dissolves to lacing. Pretty clear until you spot the microscopic Bells-type floaties. Taste to my mind is again more of big resiny pine boughs than citrus. But still, its very tasty and filling, and brings out the malts, which appear to be a tad darker in roast than other IPA, a bit more caramel and over-toasted bagel. Its very enjoyable, and distinctive, especially for a bottled IPA. My label says ""Tavern style India Pale Ale."" I have never found a tavern with anything this good.
",5
220,"This IPA pours an orange gold color from a 12oz bottle. Small to medium sized white foamy head. Aroma is floral and herbal hops, touch of toffee and sweetness. A medium bodied IPA. Malts are caramel and sweet. Hops are herbal, grapefruity and citrusy, touch of pepper. There is a lots of bitterness to this IPA, but its not that harsh. Summit hops alpha acids at work here? Nicely balance. Good carbonation. A very drinkable IPA. Mouthfeel is full. Finish is clean and smooth. Aftertaste is bitter.
",5
221,"Growler from Hippie4beer.  Thanks Seth. I had to drink this right away (chilled in the freezer) cuz it leaked a little in shipment.  Help up pretty well though- lost most of the carbonation obvously.  Pours a slight haze very light amber. Aroma is light sulfer, lots of yeast, and mildly hoppy.  Flavor is lightly yeasty, light solvent, light sulfur, sharp caramel malts, moderatley hoppy and a nice somewhat harsh bitterness.  Pretty good, but I bet would be even better fresh on tap.  Thanks Seth! Shame I couldnt share this with any other ratebeerians for them to rate.
",5
222,"Sweet roasted caramel maltiness s the prdominant flavor upfront...a surprisingly heavy malt bottom.  But the PNW hopping quickly takes the upperhand and  delivers a punch of earthy/floral notes and citrus/grapefruit highlights.   Nicely brewed and very, very sessionable!
",5
223,"From the bottle, this pours a thick, hazy orange with a continual slow bubbling and a modest light ecru head.  The aroma is dominated by the hops, grapefruit and a sharp floral scent, with some sweet malt seeping through.  The mouthfeel is thick and fizzy, tickling the tongue.  No definitive malt flavor shines through, but its sweetness adds some balance to the citric, earthy hop bitterness that takes over the taste.  Nice bitter finish.  Pretty good stuff.<font size=-4><a href=http://www.ratebeer.com/Places/ShowPlace.asp? Stop, Highland, IN<font size=-1>
",5
224,"Bottle.  Aroma of floral hops, some soapy notes.  Appears a medium amber color with slight effervescence and little head.  Flavor is well-balanced, with floral yet earthy hops resting atop a neutral malt backbone.  Palate is medium and appropriate.  Overall, a refreshing brew, and an excellent example of the style.
",5
225,"Draft at Keg Liquors Fest of Ale 2006.  Pours a light amber with a full white head and excellent lacing.  The aroma was very floral, with the summit hops coming through strongly.  The flavor is well balanced.  A good mixture of hops and malts makes it a really smooth beer, but with enough hops to please most hopheads.  I look forward to this one in bottles!
",5
226,"Draft at brewpub. Poured dark amber with an average frothy white head that fully diminished with fair lacing. Moderate grassy earthy hop aroma. Moderate balanced bitter flavor with a medium bitter earthy finish. Good drinkable brew.
",5
227,"On Tap: Pours a light amber color with a foamy off-white head. The hoppy aroma is floral with grassy notes. Flavor is bitter from start to finish but is well balanced making this an enjoyable IPA.
",5
228,"UPDATED: NOV 13, 2006 Tap at brewery - Aroma is huge floral hops with carmel undertones.  The summit hops used are very pungent.  The aroma is so appealing I cant wait to taste it.  Pours cloudy orange with a nice big fluffy head and great lacing.  Flavor is chewy, earthy hops with some citrus snap.  Not incredibly bitter due to the well balanced nature of the brew.  Palate is tart and very smooth.  Smells like a IIPA and tastes like a great American IPA.  This is easily the best brew Ive had from Barley Island.
",5
229,"Bottle. Pours clear caramel amber. White head. Nose/taste of sweet malt, caramel and hops. Light pine finish. Medium body.
",1
230,"Pours a dark gold, hints of copper. Light tan head, ok retention, not much lacing...The aroma was really nice, lots of orange, super sweet, nots of pine and caramel on the finish...The taste was really nice. It was sweet enough to make it drinkable but balanced by some nice hops light pine.		Overall, a super solid ipa, worth trying but not actively seeking out.
",1
231,"12oz bottle bought at a grocery store in Warsaw, IN. Weak aroma. Taste is nicely balanced mix of light caramel and floral hops. Moderate bitterness lingers. Very enjoyable, smooth IPA with plenty of hop flavor.
",1
232,"Bottle.  Pours with a one finger head. Strong grapefruit aromas and taste. Medium bitterness.  Sessionable IPA. Look forward to trying more from Barley Island.
",1
233,"Pours golden with a nice orange head. The aroma is nicely complex yet not very strong. There was notes of oranges, grapefruit, ketchup, and a touch of spicy mustard. The flavor was citrusy and fruity with a nice malt backbone. Definitely hop forward though. Easy drinking and tasty IPA.
",5
234,"A clear copper pour with frothy off-white head and good lacing.  It has a pleasant grapefruit and pine aroma.  The medium body has average carbonation and slick texture.  The taste is well balanced with good sweetness on the tip of the tongue and bitterness at the back.  This is a nice sessionable IPA.
",5
235,"Tasted 8/11/10. Sampler from the Brewpub. Pours filtered with a dark golden hue. Layer of white head. Aromas of bright citrus hops. Medium bodied with a crisp and flavorful body. Well done! Typical flavors of grapefruit and citrus. Good lacing head. Solid grapefruit bitterness from mid-palate into the finsih. Nice and nicely done!
",5
236,"Bottle (Beers of Summer at OTH). Pours cloudy red/tan with an off-white head. Aroma is nice hoppiness and grapefruit. Flavor is burnt hops and tons of citrus accent. Light/medium mouthfeel.
",5
237,"Tasted at the Beer of Summer event at Oldsmar Tap House. Another decent IPA. pours a decent looking burnt orange with a light white head. decent citrus aroma with grapefruit and pine notes. pretty good taste, hoppy, citrus taste to start, then a bitter malty finish. medium mouthfeel, with a clamy mouthfeel. pretty decent.
",5
238,"Not a big fan of this.  Maybe Barley Island didnt classify it correctly.  Really spicy ale.  Im a simple IPA guy....gimme the hops, citrus and caramel.  Leave the rest out of it.
",5
239,"Defintely veers toward the malty end of the IPA style and, to tell you the truth, at 5.6% ABV, I think Id just go ahead and call this a pale ale--not that that is a bad thing at all. Slightly hazed orange color with a small, foamy head. Something about the hops/malt balance in this beer reminds me of an American  barleywine though, of course, at a much more moderate level. The malts are more dominant but the hops are strong and cant be ignored. Its sweet w/ melon and pine hop notes along w/ a gentle iced tea astringency. By the end of my glass I am definitely ready to say that this is not an IPA but, whatever it is, I like it just fine. Its well balanced in its own way and while its not the most vibrant thing in the world, I cant complain about anything.
",5
240,"A: Pours a cloudy copper color with a nice foamy head. Pretty good retention with some spotty lace.		S: Aromas of bitter citrus and grassy hops with a hint of underlying sweet malt.		T: Highly hopped. Lots of citrus and grassy green hops. Mild sweet pine, and enough bready and caramel malt to provide a bit of balance. That being said more hops than malt here.		M: Medium in body, smooth, sticky, almost a DIPA if you ask me.		D: Good, I would rate this as a real solid IPA/DIPA. Would keep it around if it was local to me due to the price point.
",5
241,"12 ounce bottle an orangish pour taste of citrus, floral, grass, -finishes a bitter dry hop.-good solid ipa
",5
242,"not too bad of an ipa. aroma and flavor are grapefruit, orange, and pine with some malt to off  set things. a little bit light in the body and some good head and lacing. not bad.
",5
243,"6 pack purchased by jogringo, thanks man.  Pour is almost-clear rich copper color with a medium white head that quickly dissipates.  Aroma is hoppy and malty.  Hop component is mostly citrus with notes of resin and rosemary. Caramel malt provides a light sweetness with a slightly grainy component. Flavor is a well-integrated compilation of sweet caramel malt, light resinous hop, and cleansing citrus hop.  Maybe a touch thinner body than I was hoping for. Perfect way to relax down after moving most of the day.  Solid.
",5
244,"Acted a little weird when I opened the bottle and poured it into a glass. Beer immediately foamed out of the bottle but when I poured it straight into the galss, got only minimal tan fine head with some texture which quickly settled down to a light cover and a bit of lace. Color is a hazy copper amber. Aroma was good: malty, citrus, leather, fresh hop and a little baked bread. Flavors about the same. Good body and carbonation. Bitter pistachio fininish.
",5
245,"Tap at the broad ripple location.  Pours cloudy amber with thick foamy white head. Nose is fairly intense citrus hops.  Taste is sharp and crisp juicy orange/grapefruit hops with moderate carbonation and a mild peppery spice to it.  Kinda salty in the finish actually.  Not bad.
",1
246,"Beautiful deep amber pour with a nice fluffy off-white head.  Great lacing results!  Very inviting aroma of sweet grapefruit, candy, and pine.  Full, chewy mouthfeel.  It starts sweet with caramel and sugared grapefruit and nicely transitions to a pine and bitter citrus finish.  A very good IPA.
",5
247,"gigantic cotton candy head, definately out of the ordinary for the style.  appearance is hazy burnt sienna. aroma is dirty resin with some light citrus mixed with bizarre nuttiness. flavor is pine, citrus and odd savory note.  quite drinkable and decent hop profile but the head, some gushing bottles and slightly off notes in aroma and flavor tell me perhaps there are some QC issues. still decent enough to revisit this brewery.
",1
248,"Mildy hazed amber with a two finger beige cap eliminating into a small layer and chaotic waves of lace in its wake.  Aroma of citrus, oranges, caramel, malt and hints of toffee and perhaps pine.  Taste of resinous hops, grapefruit, caramel with a nice bittersweet finish that turns to bitter after a time.  Overall a nice IPA with a good sense of balance and flavor.
",5
249,"Compliments of Uncle Steve!  Pours a dark copper color with a nice head that retains nicely, sort of an off white color.  Aroma is mild but sweet and refreshing.  taste is malt and hops with the hops punching through.  Mouthfeel is OK.  Back side is good but doesnt jump out like other IPAs.  A good session beer.
",5
250,"Another fine beer gift from Steve-O, Beer Magician Extraordinaire.  Poured from 12 oz bottle, a little hazy, medium amber.  Forms nice head of foam, aroma of hops, malts and flowers.  Flavour of a malty character, with a accented hop lingering.  Reminds me of an English type IPA, perhaps a bit more hopped up, clean and refreshing beer.  Drinkable and sessionable brew.
",1
251,"Orange, cloudy, thin off white head, light lacing.	Aroma is very juicy, hoppy, soapy, some spice, pink grapefruit, oranges.	Flavour is chewy, rich, moderate sweetness and bitterness, citrus hops, caramel malts.	Bitter mouthfeel, medium body, high carbonation.	Finishes dry, bitter, citrus. 	Getting old as the hops are muted and slightly cardboardish. Still a bit chewy. 	355ml bottle obtained in a trade with piscator34, thanks Kris.	Opened on February 27, 2009.	No date.
",5
252,"Bottle thanks to thirdeye11. Orange in color with a small off-white head. Aroma is of wet towel, wet dog, wet grass...caramel and malt. Taste is of hops, grass and caramel.
",1
253,"pours rich gold with decent white head. aroma is malt forward with some nice spicy bitter hops, but not too intense. drinks the same with a nice malt backbone and a fair hop profile. decent session ipa
",5
254,"12oz bottle from Orland Park Binnys single rack. Pours hazy orange with soapy two finger off-white head. Aroma is grapefruit , pine, oranges, hops, and caramel malt. Flavor is bitter hops, caramel malts, grapefruit and a little pine. More malt forward than a hop bomb. Has a decent balance and some hop bitterness. Decent IPA.
",5
255,"Light amber pour off white head and spotty lace.  Orangy aroma.  Resinous hops with hints of tropical fruit and caramel.
",5
256,"Had in 12 oz.bottle and wasnt impressed but wasnt disastisfied. Has a tangourine taste sorry if I mispelled that other other orange word a citrus brew thats sour but doesent last and sweet characteristics.
",1
257,"Bottle thanks to thirdeye11.  The look is yellow in color, light white head, and clear.  The smell is citrus, pine, hops, and caramel.  The taste is the same as the smell.
",1
258,"Small pour from a bottle at a friends during a midwest IPA tasting. Citrus aroma and tastes of mild orange, decent malt profile.
",5
259,"Bottle thanks to thirdeye11. Hazy orange body, soapy white head. Aroma is dirt, soap, earth. Flavor was astringent, soap, hops.
",5
260,"Bottle at SBWF. Characteristic orange color with a decent white foam. Tropical fruits found in the aroma and taste but it was not an explosion of them.		Nah, it was quite a bit anonymous still drinkable.
",1
261,"( 12oz bottle) Pours clear yellow with decent head. Nose of citrus hops, pine, and sweet malt. Tastes lightly bitter hops, oily body and not bad overall.
",1
262,"Bottle. Pours dark deep orange, amber, Decent piney hop aroma. Flavor has a rather harsh garden weed type flavor. Leafy hops. Decent
",1
263,"( 12oz bottle, courtesy of thirdeye11 )  Pours a hazy golden body with a small white head.  Aroma of pine, pepper, caramel, and citrus.  Flavor of hops (orange, grapefruit, pine, floral, pepper) and caramel malt with mild bitterness in the finish.
",1
264,"bottle, thanks to thirdeye11, cloudy amber with malty aroma, flavors of plain citrus, caramel and hops, cardboard on the finish
",1
265,"Bottle thanks to thirdeye11. Notes of citrus, earth, body odor, poop, and sweat. So basically a nursing home.
",1
266,"Bottle courtesy of thirdeye11.  Light orange pour. A bit of hops on the aroma. Smell has a bit of BO to it. Taste is heavy on the hops with some musty hop taste as well. Interesting.
",1
267,"Pours slightly hazy amber with an off white head.  Aroma is caramel, toffee, and some citrusy hop (the bottles are pretty old but arent dated).  Flavor is citrusy hop, but with toffee and slightly oaked flavors from the age.  Not bad.
",5
268,"Bottle thanks to thirdeye11. Pours with a clear golden body with a fading white head. Aroma of orange and herbal hops. Some caramel as well. Taste is orange, tangerine and caramel. Dry and fizzy.
",5
269,"Bottled at Monks Caf Wallingatan, Stockholm.  Clear copper colour, small head. Concentrated perfumy nose with pine needles and mango. Fairly sweet with clean, rounded mouthfeel and medium body. Lightly roasty with salty, lightly resiny finish providing good bitterness. Pleasant unheralded IPA.
",5
270,"Aroma: Caramel, smokey smell.  Appearance: Nice dark golden brown color.  Flavor: Somewhat bitter, like most IPAs.  Palate:  medium body, fizzy carbonation, bitter aftertaste.	Overall: Pretty decent IPA.
",5
271,"Found this one bottled at a liquor store in St. John, Indiana, as part of a mix 12 pack of various beers from Indiana brewers. Cloudy, medium brown pour with a lacy head, a mild, malty nose, flavor is a bit on the soft side for a pale ale, but still the hoppiness is omnipresent, with plenty of muted citrusy and flowery hoppiness.  A decent brew -- and I wonder why the ""tavern style?""
",1
272,"Pours a kind of muddy brown. There was not much nose to it at all. Flavor was on the sweet side, lots of carmel to it with a bit of hop at the finish. Really could use more hop to balance the malt, but its nice.
",5
273,"A fairly mild IPA. Pours a hazy orange, with a quickly diminishing white head. Average floral hop aroma. Unfiltered honey color with a medium uneven head. Mild bitterness with a dry finish. Did not enjoy this and was very hard to finish, nearly a drain pour.
",1
274,"Pours orange with a white head. Heavily carbonated. Aroma is of weak hops, alcohol, dirt, caramel, grass, and malt. Doesnt smell very attractive. Taste is of hops that are way past their prime, dirt, grass, and citrus. Has a backbone of dirty malt soaked in caramel and smegma. Mouthfeel is very carbonated. What a very unpleasant beer, with no drinkability or redeeming factors. A dismal dissapointment.
",1
275,"Dark orange pour with an off white head. Aroma of cereal, sweet caramel, some light hops. light hoppy flavor with burnt caramel backing. About as average as an ipa gets.
",1
276,"Hazy caramel color with big, foamy off-white head / Nose of pine, caramel, and citrus / Medium body, with good malts and sharp, biting hops, and good finish / Muted but solid flavors of cut pine, caramel, grapefruit / A very fine ipa, reminiscent of a double in body.
",5
277,"Location: 12 oz bottle from Sahara Mart (Bloomington, IN), 5/18/09			Aroma: Light sweet nose, citrus, floral		Appearance: Hazy orange color, nice looking creamy white head, some solid lacing on this one		Flavor: A light hoppy flavor, not really a strong hop character, but a solid one, finish is a bit tart		Palate: Nice smooth beer, but it fades too quickly		Overall Impression:	I didnt love this one, nice nose and a decent flavor, but it fades quickly, which was disappointing.  Everything about this beer starts better then it ends.
",1
278,"i had high hopes when i poured this one- it looked good.  nice fluffy head and a hazy amber orange pour.  some floral character.  some citrusy hops. .  it was ok.
",1
279,"Draft at brewpub.  Darker amber color with virtually no head.  Pleasant citrus and piney aroma.  Promising hoppy initial flavor fades quite quickly to a smooth malty finish.  Medium to medium full body with a syrupy texture.  Very drinkable but the aroma led me to believe it would have even more bitterness.
",5
280,"Excellent piney/citrus aroma.  Pours moderate amber with reddish notes.  Good hop flavor - rather dank and marijuana like flavor with some citrus.  Moderate body.  Overall, a solid IPA, though it would be better without the weed flavor.
",5
281,"citrus and pine, nice grainy malt backbone, very similar to SNPA.  not a big ipa, but nice hoppy and drinkable
",5
282,"Scent of citrus and other fruits.  Fairly strong hop flavor, however, this flavor is only average compared to other IPAs.  This also means the beer is not as dry as most IPAs, which is a plus for me.  Aside from the hops, there is really no other flavor present.  If I am going to go through the bitterness of this IPA, I would like there to be more to it.  But there isnt.
",1
283,"12oz bottle courtesy of stfun37. Smells oddly un-hoppy but then again it is fruity so Im full of shit arent I? Dark-orange color with a good head. Very easy to drink, I killed it. The flavor was some fruits, seemed more like an English style IPA than American. This is a slew-footed beer if ever I saw one.		Serving type: bottle		Reviewed on: 02-24-2009 04:35:35	--
",5
284,"decaturstevos Febmergency Tasting.  Sample from a bottle thanks to decaturstevo.  Pale orange with a thin white head.  Grapefruit hop aroma.  Sweet caramel malt with a big bitter spice, herbal and citrus finish.
",5
285,"Hazy orange brown pour with a white head. Aroma of hops and fruits, mostly citrus. Flavor is sweet of fruits with balanced bitterness. Solid but not particularly strong.
",5
286,"Orange pour with white head and lace that fads quickly. Light citrus hops on the nose. A very nice citrus bitter preceded by a slight medicine taste. Medium bodied with aggressive carbonation. A very average ipa
",1
287,"Thanks to decaturstevo for sharing this one at his Februmergency Tasting.	Deep gold body with a whit head.	Toasty, nutty (almost peanuty) malty aroma.	Nutty with a nice bitter balance.
",1
288,"Bottle at the Febmergency tasting. Pours cloudy golden orange with beige head. The aroma is sweet caramel, grain, and some spicy hops. The flavor is sweetish caramel malt, some fruity hop notes. The finish is sweet. Decent, but needs more assertive bitterness.
",1
289,"Bottle at decaturstevos Februmergency  Tasting for those of us that missed out on Sexual Chocolate 09 thanks to decaturstevo.   Semi-clear amber pour with thin white head.  Nose is light hop with an oatmeal quality that is nicely balanced.  Flavor tends toward the hops with some bittering.  Enjoyable enough i suppose.
",1
290,"This beer is a clear copper color with a thin and dense off-white head that diminishes steadily. Stringy lacing. Citrusy hops in the nose with floral touches. Medium body with flavors of floral hops and citrus along with light malt. The finish is hoppy with a bitter aftertaste that does not linger too long. Decent overall.
",5
291,"Bottle.  Pours a clear amber with no head.  Hoppy aroma with lots of grapefruit.  Piney and citrusy hop flavor with a good malt balance.  Medium, almost thin finish.
",5
292,"Bottle:  Pours a murky caramel color with a modest, creamy beige head.  Smells strong of floral hops, but also wheaty.  Maybe even a bit soapy?  Taste is rather dry and abrasive.  Florals, again soapy, and some wheat.  Hot and brash.  Plain and simple, I just didnt like it.
",1
293,"Fairly hoppy, somewhat bland and not as bright/fresh/creamy as I like. Had quickly diminishing light, bready malt flavor and some pineapple in the finish.
",1
294,"This beer poured a medium sized off-white head that consisted of fine-small bubbles.The body was clear with no carbonation.The hue was orange and there was only a fair amount of lacing.The nose was malty and also of apples.The flavor was bitter, hoppy and it left an aftertaste.The mouthfeel was smooth.
",1
295,"has a very odd, meaty smell.  after sipping it for a while, i was hoping it was a beer and not a gravy...
",1
296,"12oz bottle.  Pours a cloudy orange/brown with a thin, fleeting head.  Aroma is a light mixture of nuttiness, hops, and roasted malt.  Taste is medium-bodied and well-carbonated with a strong nutty flavor and some subtler, sweeter hints of caramel and chocolate.  A pleasant if somewhat formulaic brown ale.
",1
297,"This relatively dark pour has a thin head and a deep caramel-colored pour. The flavor is reminiscent of creme brulee, pineapple, and just a hint of leather, yet not overwhelming. Effervescent and cola-like, this ale would do well along side a hearty meal.
",5
298,"Pours to a dark brown mahogany body with a thin white head.  The aroma is nutty toasted brown malt, iced tea, and light earthy yeasts.  The flavor is sweet iced tea and toasty brown malts.  The palate is sweet, lightly tart, medium bodied, and chewy.
",1
299,"12 ounce bottle from Blue Max in Burnsville, MN (June 2007, consumed a bit above fridge temperature from a Unibroue glass.  Largish, frothy off-white head decays slowly above the dusky, murky walnut body.....light hazelnuts and vanilla are almost subsumed in a somewhat off sour grapiness that muscles into the nose....the body is quite dry, lightly tart in the middle and rather burnt/toasted at the finish, with again a bit of grapy sourness that just doesnt work; the nutty, dark malts are there, but barely so....body is on the thin side, carbonation is strong and soda-like; quite dry on the palate.  Not terribly pleasant.  Nice label, though.
",1
300,"The Dan Journal #77.  Tasted 4/5/2007.  12oz bottle.  Murky light brown hue.  Ring of white head.  Toasty caramel aromas with notes of cocoa nutty and a touch of soy.  Medium bodied with a syrupy grainy cocoa woody flavor.  Short lived, replaced by an acidic metallic flavor.  Finish is fumbled and citrusy.  Meh...
",1
301,"Pours a cloudy brown with a medium light brown head.  Mellow aroma.  Light fruits and some caramel.  Not very bold.  Not very complex.  The taste is much of the same.  Very watery mouthfeel, light bitter sweetness.  Not very tasty.  Dont have much else to say about this beer.  Unsatisfied.
",1
302,"light on taste and flavor. some malt, brown sugar, mild hops. pretty tame.
",1
303,"Dark ruby color with a medium head.  Dirty caramel aroma and a little nut.  Chalky flavor.  A little chocolate on the finish.
",1
304,"4 oz serving from draft at breewpub. Pours a reddish brown with lovely ruby accents in the glass. Aroma is breads, nuts, and carmel malts. Nice aroma. Taste is on the lighter side for a brown with the typical dark malts and some earthy nuttiness. Mouthfeel is on the watery side which is offputting in this flavor profile. Overall a highly drinkable brown ale.
",5
305,"Brown color with plenty of off-white head.  Chocolate malt aroma.  Chocolate and roasted malt flavor.
",5
306,"Bottle.  Chocolate malt aroma.  Dark brown color with large head.  Light chocolate, brown sugar, and roasted malt flavor.  Light hops finish.  Nice light brown ale.
",5
307,"12oz bottle pours pale brown with a short creamy tan head that leaves some lace.  Aromas of toasted malts, some nuts, and some light earthy hops.  Flavors of toasted malts, brown sugar, some nuts, and slight hops at the finish.  A fairly thin palate takes away some from this brew.  Drinkable though.
",1
308,"Bottle. Crimson pour with a light tan head. Aroma of grassy, earthy hops and toasted malt. Flavors of brown sugar, light earthy hops and toasted malts. Medium body with toasty/earthy notes throughout...soapy in parts with a toasty/soapy finish. Not bad.
",5
309,"Bottle: Pours a dark amber with an off white head. Aroma, caramel, some earthy notes, pretty mild in aroma thought. Flavor, caramel, earthy, a bit nutty, some slight roastiness, very smooth.
",5
310,"Pours a nice clear brown color.  Little to no head at all.  Slight medicinal malt smell.  Watery thin flavor.  Slightly sweet malt with some bitterness in the finish.  I would say it is a poor imitation of Goose Islands Hexnut Brown Ale.
",1
311,"pours reddish brown with tan head.  aroma is mostly malt with roasted malt and some bad coffee and chocolate.  mostly hersheys and folders as far as chocolate and coffee go, respectively.  theres a little roated malt and nuts but not much.  blah very thin and plain.
",1
312,"This is the kind of beer that brings pure hate out of me.  Pours clear mahagony with a small splotchy tan head.  The aroma has roasted malt, dark berries, light roast and coffee.  Medium / light body, thin flavors and sharp stingy carbonation.  Starts out very sour and astringent with well hidden light roast and bits of sour berries.  The finish has an unwelcome citric flavor and lots of tin.  I would have done better to flush my money down the toilet - by having this I had to taste this repulsive liquid first and then flush it.  Thumbs violently down! 
",1
313,"Pour is a dark brown with a tan head.  Aroma is not so much.  Some malts show up but i trying really hard.  Flavor is a little better with some chocolate malts but again not much else.  Finish is watery and boring.
",1
314,"Dark reddish brown with mild roast malt aroma.  Roasted malt flavour with some carmel.  More bitter than I expected, but fairly smooth delivery.
",1
315,"From the tap, served in a standard bar 22 oz. pint glass.		Poured a clear reddish hued brown with forthy, fluffy off-white head that settled into a sudsy lacing.		Aromas of toasted nuts and a soft sweet fruitiness, earthy with cocoa and caramel maltiness in the background.		Good even carbonation and a soft malty crisp, dryish, smooth medium bodied mouthfeel.		A pleasant nutty brown ale taste, nutty yeast, toasted grains and cocoa, subtle sweet fruitiness in the middle, a soft hop bitterness that lingers at the end, and a dry nutty, malty finish.		A welcome addition to the taps here in central Illinois, easy, smooth drinkability, I could spend a long evening with this.
",1
316,"bottle - Pours burgundy with a moderately sized head.  It has a light malty aroma and a good caramel malt flavor.  This is a simple, straightforward brown ale thats a little too thin and could really use more character.  Not bad.
",1
317,"12oz - Aroma is subtle malt with a touch of nuttiness.  Pours solid brown with a huge head and good lacing.  Flavor is toasted malts with some nuttiness.  Palate is kind of sticky.  Not great, but drinkable and goes well with many of the menu items at the brew pub.
",5
318,"Bottle.  Deep dark red (with some brown) pour with a thick creamy, lacing tan head.  Roast, nuts, caramel, and some earthiness in the relatively potent nose.  Same notes in the mouth, earthy nuttiness dominating with gritty roast right behind.  Burnt and dry.  Aftertaste the same but with lingering hops.  A lot of flavor for a not-very-full body.  Pretty damn good for a Brown Ale, even manages to avoid most notes of sweetness... but still, just a brown ale.
",1
319,"Thanks to Hippie4beer for this one as a nice bonus beer.  Pours a nice deep amber/brown with a pretty nice lasting foamy head.  Aroma is phenolic with slight solvent and rubbery hints and light caramel.  Light caramel sweetness, herbal tea-like hops, more off phenols, and astringent finish.
",1
320,"Attractive rich brown pour with a thin off-white head.  Very weak caramel nose, but I might have been imagining that.   Weak-sister thin caramel flavor with very mild nuttiness.  The palate is weak and disappointingly thin and watered-down.   Better choices out there in this style.
",1
321,"Enjoyed at Great Taste of the Midwest festival. Poured a deep brown, with reddish notes. Huge tan head Chocolatey aroma. Nice and malty like a good English brown, but with a really solid hop backbone.
",5
322,"Pours a deep bronze color with a thin white head that is fully diminishing. Aromatically weak with mild notes of caramel. Mostly malted flavor is thin and alcoholically dry, interspersed with bland nuttiness. A bit fizzy in the mouth and dry to finish. O.K.	<font size=-4>Puchased at <a href=http://www.ratebeer.com/Place/indiana/highlan Liquor Stop, Highland, IN and shared at a small meeting of the <a href=http://www.workinlate.com/LoSBD.html>Lo 08/06/06.<font size=-1>
",1
323,"Deep caramel brown body with a skinny beige head.  A bit watery.  The aroma and the flavor are the same, caramel, lightly roasted malt, some crushed nuts, and a dollop of chocolate syrup.  A so-so brown ale.  Helen needs to get dirtier.<font size=-4>Sloshed down a The LoSBD mini-meeting, thanks to <a href=http://www.ratebeer.com/ViewUser.asp?UserID=3 and <a href=http://www.ratebeer.com/ViewUser.asp?UserID=1 size=-1>
",1
324,"12 oz bottle: poured iced tea brown with a small tan head. Sweet malt aroma. Sweet malt and light fruit in the flavor. Fairly thin body. Clean tasting and seemingly well made. Mild candyish flavor in the finish. Good.
",1
325,"Lightly dark mahognay color with a decent head and moderate lace. Aroma is sweet carmely malt with a tinge of nuttieness. Flavor starts sweet and malty gives way to a carmel nuttieness and finishes moderatly bitter and thin. Nothing complex, just malt with a bitter end, a little thin and a bit too sweet, but not bad.
",1
326,"12oz bottle-A medium to dark brown with a head that dissipates rapidly.  An aroma of malt and caramel. A taste of dark malt and sweetness with a bitterness on the end. Not bad but light for a brown.
",1
327,"Draft sampler at Barley Island. Light brown pour with a moderate frothy off-white head that diminished slowly with some lacing. Light caramel malt aroma. Medium body. Moderate roasted sweet malt flavor with an average small bitter finish.
",1
328,"This beer was a little too malty for my taste. It is not a bad beer, just not one of my favorites. I will trying this one from the tap to see if it is better.
",1
329,"12 oz Bottle.  Pours a medium brown with a thin tan head. The taste is smooth, very drinkable, with a nice balance of malt and bitterness.  The aroma is a bit nutty, with a bit of hops.  A decent brew.
",5
330,"Bottle: A carmel brown hue with a fizzy tan head which lasted but did not produce much lace. The aroma is walnut, caramel, roasted malt, a tocuh of mocha, grassy and floral hops, and a bit of some dirty yeast esters. The taste is moderately balanced between the sweet malt, mild bitterness and acidity. While not much depth, it is drinkable. Overall it is a minor step above the standard brown.
",1
331,"A very red beer, barely brown, with a dense, tan head that laces well down the glass.  Aroma of bakers chocolate and caramel with a touch of warm fermented fruitiness but lacking complexity.  Flavor and aroma are one with the addition of a nice, long bitterness and hop flavor that extends the finish and some milk on the palate.  It seems a little thin for an American brown ale, not very complex, but I know how hard it is to brew this style of beer and include complexity.  It has a great drinkability.
",5
332,"Slightly hazy brown with a full tan head.  Aroma is malty, but strange.  It has a husky and somewhat nutty aroma that is very briefly remenisient of peanut butter.  Flavor is first sweet then has a sharp malt tang that isnt necessiarly welcomed.  Tangyness settles on the pallate and takes over.  It lends a bit of a decent grist malt character.  A bit of a redeaming malt sweetness as it warms.
",1
